entity,n-revs
arch/mips/include/asm/yamon-dt.h,17
drivers/staging/rtl8723bs/hal/odm_RegConfig8723B.h,17
sound/soc/tegra/tegra210_mixer.h,17
arch/arm64/boot/dts/qcom/msm8996-sony-xperia-tone-keyaki.dts,17
drivers/pinctrl/mvebu/pinctrl-armada-370.c,17
fs/hfs/part_tbl.c,17
arch/arm/boot/dts/qcom/qcom-msm8916-samsung-e5.dts,17
drivers/net/ethernet/netronome/nfp/ccm_mbox.c,17
drivers/staging/media/atomisp/pci/input_system_ctrl_defs.h,17
net/dsa/tag_none.c,17
tools/testing/selftests/thermal/intel/workload_hint/.gitignore,17
drivers/media/i2c/imx283.c,17
net/mptcp/options.c,17
Documentation/crypto/device_drivers/index.rst,17
arch/arm64/boot/dts/rockchip/rk3328.dtsi,17
include/linux/f2fs_fs.h,17
tools/perf/tests/shell/coresight/memcpy_thread/memcpy_thread.c,17
include/asm-generic/signal.h,17
arch/openrisc/include/uapi/asm/unistd.h,17
include/asm-generic/linkage.h,17
drivers/gpu/drm/bridge/microchip-lvds.c,17
sound/soc/codecs/rt1320-sdw.h,17
sound/last.c,17
drivers/media/dvb-frontends/mxl692.h,17
drivers/gpio/gpio-en7523.c,17
Documentation/driver-api/md/index.rst,17
drivers/gpu/drm/amd/display/dc/dml2/dml21/src/dml2_mcg/dml2_mcg_dcn4.c,17
Documentation/translations/it_IT/index.rst,17
include/uapi/linux/if_bridge.h,17
drivers/cpufreq/pcc-cpufreq.c,17
"Documentation/devicetree/bindings/timer/nuvoton,npcm7xx-timer.yaml",17
"Documentation/devicetree/bindings/fsi/ibm,p9-scom.yaml",17
"Documentation/devicetree/bindings/clock/allwinner,sun4i-a10-pll5-clk.yaml",17
arch/arm/boot/dts/aspeed/aspeed-bmc-quanta-s6q.dts,17
drivers/net/wireless/intel/ipw2x00/Kconfig,17
fs/bcachefs/sb-downgrade.h,17
sound/soc/codecs/max98390.c,17
arch/sh/kernel/cpu/sh4/probe.c,17
Documentation/devicetree/bindings/crypto/omap-des.txt,17
drivers/gpu/drm/amd/display/dc/dcn31/dcn31_apg.h,17
drivers/nvme/host/auth.c,17
net/caif/cfutill.c,17
"Documentation/devicetree/bindings/iio/adc/adi,ad7780.yaml",17
Documentation/devicetree/bindings/net/mdio.txt,17
drivers/net/ethernet/cisco/enic/vnic_enet.h,17
tools/testing/selftests/tc-testing/creating-testcases/AddingTestCases.txt,17
net/nfc/hci/hcp.c,17
"Documentation/devicetree/bindings/arm/bcm/brcm,bcm4708.yaml",17
scripts/coccinelle/misc/swap.cocci,17
"Documentation/devicetree/bindings/watchdog/maxim,max63xx.yaml",17
include/uapi/linux/spi/spi.h,17
drivers/media/usb/pvrusb2/pvrusb2-video-v4l.c,17
drivers/net/wireless/ath/ath10k/trace.h,17
drivers/crypto/cavium/nitrox/nitrox_mbx.c,17
drivers/md/dm-verity-verify-sig.h,17
arch/arm/mach-spear/hotplug.c,17
drivers/gpu/drm/i915/display/intel_dp_link_training.h,17
drivers/pwm/pwm-sl28cpld.c,17
drivers/dio/dio-driver.c,17
fs/orangefs/orangefs-dev-proto.h,17
drivers/pinctrl/actions/Kconfig,17
crypto/compress.c,17
"Documentation/devicetree/bindings/usb/fsl,imx8mp-dwc3.yaml",17
crypto/akcipher.c,17
arch/arc/include/asm/dsp-impl.h,17
drivers/hwmon/max6697.c,17
drivers/input/mouse/cyapa.h,17
tools/build/feature/test-libunwind-x86_64.c,17
drivers/gpu/drm/i915/display/intel_vbt_defs.h,17
tools/testing/selftests/mm/thuge-gen.c,17
drivers/gpu/drm/amd/display/dc/inc/reg_helper.h,17
include/asm-generic/audit_write.h,17
drivers/gpu/drm/nouveau/nvkm/subdev/mmu/vmmgk20a.c,17
fs/f2fs/gc.h,17
include/dt-bindings/clock/hi3559av100-clock.h,17
arch/arm64/boot/dts/marvell/cn9130-crb-B.dts,17
drivers/pinctrl/sunxi/pinctrl-suniv-f1c100s.c,17
drivers/staging/media/atomisp/pci/isp/kernels/conversion/conversion_1.0/ia_css_conversion_param.h,17
arch/m68k/include/asm/mvme147hw.h,17
"Documentation/devicetree/bindings/net/nfc/nxp,pn532.yaml",17
include/linux/greybus.h,17
arch/mips/include/asm/bootinfo.h,17
drivers/net/wireless/realtek/rtw88/rtw8723de.c,17
arch/arm/boot/dts/microchip/at91-gatwick.dts,17
Documentation/translations/zh_CN/process/2.Process.rst,17
lib/zstd/common/mem.h,17
tools/perf/pmu-events/arch/arm64/arm/cortex-a75/cache.json,17
drivers/target/loopback/Kconfig,17
arch/mips/tools/loongson3-llsc-check.c,17
drivers/gpu/drm/amd/display/dc/dio/Makefile,17
drivers/scsi/lpfc/lpfc_attr.c,17
Documentation/translations/sp_SP/process/coding-style.rst,17
tools/power/cpupower/bench/cpufreq-bench_plot.sh,17
drivers/gpu/drm/i915/gem/selftests/i915_gem_coherency.c,17
include/linux/soc/ti/ti_sci_inta_msi.h,17
drivers/media/dvb-frontends/tda10086.h,17
arch/x86/um/sys_call_table_64.c,17
arch/sparc/include/asm/spinlock_types.h,17
drivers/gpu/drm/amd/amdkfd/cwsr_trap_handler_gfx9.asm,17
Documentation/ABI/testing/sysfs-kernel-vmcoreinfo,17
drivers/net/ethernet/mellanox/mlx4/reset.c,17
drivers/accel/habanalabs/include/gaudi2/asic_reg/dcore0_mme_ctrl_lo_arch_agu_in2_slave_regs.h,17
drivers/net/wireless/realtek/rtw89/fw.c,17
drivers/misc/ibmasm/lowlevel.h,17
"Documentation/devicetree/bindings/pci/snps,dw-pcie.yaml",17
drivers/gpu/drm/nouveau/nvkm/subdev/bios/fan.c,17
Documentation/userspace-api/media/mediactl/request-func-close.rst,17
Documentation/devicetree/bindings/pwm/clk-pwm.yaml,17
crypto/ecrdsa_params.asn1,17
lib/bootconfig.c,17
Documentation/admin-guide/device-mapper/delay.rst,17
drivers/net/hyperv/hyperv_net.h,17
lib/refcount.c,17
drivers/clk/sunxi-ng/ccu_nk.h,17
drivers/iio/accel/sca3000.c,17
Documentation/usb/misc_usbsevseg.rst,17
sound/core/seq/seq_ports.h,17
drivers/hid/hid-uclogic-core-test.c,17
drivers/staging/media/atomisp/pci/isp/kernels/csc/csc_1.0/ia_css_csc_types.h,17
drivers/ufs/host/tc-dwc-g210.h,17
drivers/gpu/drm/amd/display/dc/dml/display_mode_vba.h,17
include/linux/hw_breakpoint.h,17
drivers/clk/renesas/r9a07g044-cpg.c,17
arch/arm64/boot/dts/amlogic/meson-gxl-s905x-khadas-vim.dts,17
drivers/gpu/drm/i915/gt/uc/intel_uc_debugfs.h,17
Documentation/driver-api/thermal/power_allocator.rst,17
Documentation/hwmon/sbrmi.rst,17
drivers/infiniband/hw/irdma/verbs.c,17
Documentation/admin-guide/device-mapper/dm-ima.rst,17
include/uapi/linux/netfilter/xt_iprange.h,17
arch/powerpc/boot/dts/fsl/p4080ds.dts,17
arch/mips/cavium-octeon/Makefile,17
arch/arm64/kvm/.gitignore,17
Documentation/mm/slab.rst,17
include/linux/kcsan.h,17
drivers/net/wireless/intel/iwlwifi/cfg/8000.c,17
sound/soc/amd/renoir/Makefile,17
fs/nfs/export.c,17
drivers/gpu/drm/nouveau/include/nvif/if0021.h,17
drivers/net/wireless/mediatek/mt76/mt7603/mcu.c,17
drivers/net/ethernet/intel/libeth/rx.c,17
drivers/net/wireless/purelifi/Kconfig,17
tools/include/linux/ftrace.h,17
tools/build/feature/test-libbfd.c,17
drivers/gpu/drm/msm/registers/freedreno_copyright.xml,17
drivers/net/ethernet/mellanox/mlx5/core/en/tc/post_act.h,17
tools/testing/selftests/bpf/prog_tests/xdp_flowtable.c,17
tools/testing/selftests/bpf/progs/cgrp_ls_recursion.c,17
sound/core/seq_device.c,17
drivers/crypto/marvell/octeontx2/otx2_cptvf_algs.c,17
tools/perf/pmu-events/arch/arm64/arm/cortex-a34/memory.json,17
drivers/misc/genwqe/card_utils.c,17
drivers/gpu/drm/amd/amdgpu/gfxhub_v1_1.h,17
drivers/scsi/megaraid/mega_common.h,17
arch/arm/mach-pxa/am300epd.c,17
include/drm/drm_vma_manager.h,17
include/asm-generic/word-at-a-time.h,17
drivers/gpu/drm/mediatek/mtk_hdmi_regs.h,17
Documentation/driver-api/pwrseq.rst,17
drivers/gpu/drm/amd/display/dc/dml2/dml21/dml21_translation_helper.h,17
drivers/net/ethernet/wangxun/libwx/Makefile,17
sound/soc/bcm/bcm2835-i2s.c,17
fs/befs/Makefile,17
tools/testing/selftests/bpf/disasm_helpers.h,17
"Documentation/devicetree/bindings/spi/renesas,hspi.yaml",17
arch/arm64/boot/dts/qcom/msm8956-sony-xperia-loire.dtsi,17
arch/arm/boot/dts/rockchip/rk3288-veyron-brain.dts,17
drivers/net/wireless/ath/ath9k/calib.h,17
drivers/input/misc/keyspan_remote.c,17
tools/testing/selftests/ftrace/test.d/trigger/trigger-stacktrace.tc,17
"Documentation/devicetree/bindings/sound/cirrus,lochnagar.yaml",17
arch/m68k/include/asm/bootstd.h,17
drivers/clk/renesas/r8a779a0-cpg-mssr.c,17
Documentation/ABI/testing/sysfs-kernel-address_bits,17
drivers/char/hw_random/exynos-trng.c,17
Documentation/gpu/drm-kms-helpers.rst,17
drivers/gpu/drm/amd/display/dmub/src/dmub_reg.c,17
drivers/net/ethernet/amd/pds_core/main.c,17
Documentation/dev-tools/kunit/index.rst,17
net/atm/pppoatm.c,17
drivers/platform/x86/intel/telemetry/Kconfig,17
Documentation/networking/net_cachelines/inet_sock.rst,17
drivers/usb/gadget/legacy/hid.c,17
arch/mips/include/asm/syscall.h,17
include/linux/radix-tree.h,17
drivers/input/keyboard/hilkbd.c,17
drivers/usb/gadget/function/uvc_configfs.h,17
arch/arm64/include/asm/sysreg.h,17
include/linux/sched/coredump.h,17
arch/arm/boot/dts/ti/omap/logicpd-som-lv-baseboard.dtsi,17
drivers/firmware/efi/memattr.c,17
drivers/net/wireless/ath/wcn36xx/main.c,17
drivers/media/platform/mediatek/vcodec/decoder/vdec_drv_if.h,17
drivers/media/platform/renesas/vsp1/vsp1_drv.c,17
samples/watch_queue/Makefile,17
samples/bpf/offwaketime_user.c,17
"include/dt-bindings/reset/altr,rst-mgr-a10.h",17
drivers/net/ethernet/fungible/funcore/fun_dev.h,17
sound/soc/codecs/tlv320aic3x-spi.c,17
tools/perf/tests/bitmap.c,17
drivers/mmc/host/usdhi6rol0.c,17
drivers/gpu/drm/amd/display/dc/dml2/display_mode_lib_defines.h,17
arch/sparc/kernel/hvcalls.S,17
sound/soc/codecs/wm8978.h,17
include/uapi/linux/if_packet.h,17
fs/jffs2/nodelist.c,17
arch/nios2/include/asm/cache.h,17
tools/testing/selftests/drivers/net/mlxsw/rif_counter_scale.sh,17
sound/soc/sof/ipc3-dtrace.c,17
drivers/media/i2c/dw9768.c,17
include/trace/events/9p.h,17
arch/alpha/kernel/time.c,17
drivers/net/ethernet/netronome/nfp/nfp_net_main.c,17
drivers/fsi/cf-fsi-fw.h,17
drivers/w1/slaves/w1_ds2406.c,17
Documentation/sound/designs/oss-emulation.rst,17
drivers/hid/hid-roccat.c,17
arch/m68k/fpsp040/x_ovfl.S,17
tools/perf/pmu-events/arch/arm64/arm/neoverse-v1/bus.json,17
tools/testing/selftests/thermal/intel/power_floor/.gitignore,17
drivers/infiniband/sw/rdmavt/trace.c,17
arch/arm64/boot/dts/freescale/imx8mp-tqma8mpql-mba8mpxl-lvds-g133han01.dtso,17
drivers/net/wireless/realtek/rtlwifi/rtl8723be/def.h,17
arch/powerpc/boot/dts/fsl/p1022si-pre.dtsi,17
sound/soc/codecs/wm8711.c,17
arch/nios2/include/uapi/asm/swab.h,17
drivers/mfd/mc13xxx-i2c.c,17
drivers/net/ethernet/amd/xgbe/xgbe.h,17
"include/dt-bindings/clock/qcom,mmcc-msm8994.h",17
sound/pci/echoaudio/indigoiox_dsp.c,17
drivers/net/ethernet/intel/igb/e1000_82575.c,17
tools/testing/selftests/bpf/progs/test_tcp_custom_syncookie.h,17
sound/soc/codecs/pcm1681.c,17
"Documentation/devicetree/bindings/net/engleder,tsnep.yaml",17
drivers/infiniband/hw/irdma/icrdma_hw.h,17
drivers/scsi/fnic/fnic_stats.h,17
drivers/macintosh/windfarm_max6690_sensor.c,17
tools/testing/selftests/bpf/progs/bpf_iter_sockmap.c,17
drivers/acpi/acpi_apd.c,17
arch/arm/boot/dts/ti/omap/am43x-epos-evm.dts,17
include/uapi/drm/etnaviv_drm.h,17
drivers/pci/controller/dwc/pcie-designware.c,17
drivers/staging/iio/frequency/ad9832.h,17
drivers/ata/ahci_ceva.c,17
drivers/base/regmap/regcache.c,17
include/linux/power/max17042_battery.h,17
tools/testing/selftests/bpf/progs/tailcall_bpf2bpf1.c,17
drivers/tty/tty_baudrate.c,17
drivers/dma/ti/Kconfig,17
drivers/gpu/drm/radeon/radeon_pm.h,17
drivers/net/wireless/ath/ath9k/ar955x_1p0_initvals.h,17
arch/arm/boot/dts/nxp/imx/imx51-eukrea-cpuimx51.dtsi,17
drivers/iio/frequency/admv1013.c,17
net/9p/trans_common.h,17
drivers/net/wireless/mediatek/mt76/sdio.h,17
drivers/vfio/cdx/Makefile,17
drivers/regulator/da9211-regulator.h,17
drivers/net/wireless/purelifi/plfxlc/intf.h,17
"Documentation/devicetree/bindings/media/renesas,vin.yaml",17
drivers/xen/pvcalls-front.h,17
drivers/staging/media/atomisp/pci/hive_isp_css_common/host/fifo_monitor.c,17
drivers/net/ethernet/altera/Kconfig,17
drivers/iio/gyro/st_gyro.h,17
drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_cmd.h,17
net/mac802154/llsec.c,17
"Documentation/devicetree/bindings/hwmon/st,stts751.yaml",17
drivers/media/platform/nxp/imx8-isi/imx8-isi-hw.c,17
arch/parisc/include/asm/grfioctl.h,17
"Documentation/devicetree/bindings/display/panel/olimex,lcd-olinuxino.yaml",17
drivers/ata/sata_gemini.h,17
arch/powerpc/include/asm/plpar_wrappers.h,17
drivers/gpu/drm/nouveau/nvkm/nvfw/flcn.c,17
net/unix/sysctl_net_unix.c,17
tools/testing/selftests/arm64/fp/fpsimd-stress,17
drivers/usb/storage/unusual_alauda.h,17
drivers/gpu/drm/i915/gt/intel_sseu.c,17
drivers/gpu/drm/i915/i915_perf.h,17
drivers/input/misc/bma150.c,17
include/sound/asequencer.h,17
include/uapi/linux/pg.h,17
drivers/phy/qualcomm/phy-ath79-usb.c,17
fs/efivarfs/Kconfig,17
arch/arm/boot/dts/cnxt/cx92755.dtsi,17
drivers/gpu/drm/radeon/radeon_object.c,17
tools/testing/selftests/nci/.gitignore,17
drivers/gpu/drm/amd/amdgpu/gfx_v8_0.c,17
Documentation/devicetree/bindings/mtd/mxic-nand.txt,17
drivers/gpu/drm/msm/msm_debugfs.h,17
arch/powerpc/boot/dts/fsl/mpc8572si-post.dtsi,17
arch/arm/vfp/vfphw.S,17
drivers/media/tuners/tea5767.c,17
drivers/pci/pcie/edr.c,17
security/yama/Makefile,17
drivers/gpu/drm/gma500/oaktrail_hdmi_i2c.c,17
"Documentation/devicetree/bindings/pci/xlnx,axi-pcie-host.yaml",17
drivers/crypto/starfive/jh7110-rsa.c,17
arch/sparc/lib/xor.S,17
Documentation/translations/zh_CN/core-api/irq/concepts.rst,17
tools/objtool/include/objtool/objtool.h,17
drivers/gpu/drm/arm/malidp_drv.c,17
arch/powerpc/boot/dts/fsl/t1040rdb-rev-a.dts,17
drivers/accessibility/speakup/utils.h,17
arch/arm64/boot/dts/qcom/msm8939-sony-xperia-kanuti-tulip.dts,17
arch/arm64/boot/dts/qcom/sm8450-sony-xperia-nagara.dtsi,17
arch/arm/boot/dts/nxp/imx/imx6ull-jozacp.dts,17
arch/powerpc/kernel/ptrace/ptrace-view.c,17
arch/x86/boot/video-vesa.c,17
drivers/media/pci/ddbridge/ddbridge-i2c.c,17
arch/riscv/kernel/tests/module_test/test_sub64.S,17
arch/riscv/include/asm/vdso/clocksource.h,17
drivers/iommu/intel/perfmon.c,17
drivers/net/ethernet/qlogic/qed/qed_sriov.h,17
samples/bpf/hbm_out_kern.c,17
arch/openrisc/kernel/setup.c,17
tools/perf/util/rblist.c,17
arch/s390/hypfs/hypfs_diag.c,17
drivers/staging/media/sunxi/cedrus/TODO,17
arch/powerpc/platforms/pseries/hvcserver.c,17
include/linux/spi/spi_gpio.h,17
fs/xfs/libxfs/xfs_alloc.c,17
include/pcmcia/ds.h,17
include/trace/events/watchdog.h,17
arch/arm64/boot/dts/renesas/r9a07g044c2-smarc-cru-csi-ov5645.dtso,17
arch/arm/boot/dts/renesas/r8a7794-silk.dts,17
include/xen/interface/sched.h,17
drivers/dma/dw/Makefile,17
"Documentation/devicetree/bindings/mips/lantiq/lantiq,cgu.yaml",17
arch/powerpc/platforms/85xx/mpc85xx_pm_ops.c,17
tools/perf/pmu-events/arch/x86/broadwell/frontend.json,17
drivers/net/wireless/ath/ath10k/wmi-tlv.c,17
"Documentation/devicetree/bindings/sound/mediatek,mt2701-audio.yaml",17
"Documentation/devicetree/bindings/display/brcm,bcm2835-dpi.yaml",17
Documentation/features/core/cBPF-JIT/arch-support.txt,17
arch/openrisc/include/asm/unistd.h,17
Documentation/crypto/userspace-if.rst,17
drivers/gpu/drm/amd/pm/powerplay/hwmgr/vega20_powertune.c,17
lib/error-inject.c,17
tools/testing/selftests/wireguard/qemu/arch/mipsel.config,17
sound/usb/midi.h,17
drivers/media/dvb-frontends/dib3000mc.h,17
drivers/crypto/intel/qat/Kconfig,17
fs/libfs.c,17
tools/perf/pmu-events/arch/x86/westmereex/counter.json,17
tools/testing/selftests/bpf/prog_tests/vrf_socket_lookup.c,17
drivers/char/tpm/tpm_ppi.c,17
"Documentation/devicetree/bindings/phy/allwinner,sun50i-h6-usb3-phy.yaml",17
arch/sparc/kernel/sysfs.c,17
drivers/gpu/drm/aspeed/aspeed_gfx_crtc.c,17
drivers/firmware/arm_scmi/sensors.c,17
tools/bootconfig/samples/good-simple.bconf,17
drivers/gpu/drm/amd/include/asic_reg/sdma6/sdma6_4_2_2_offset.h,17
arch/sh/boot/compressed/ashiftrt.S,17
tools/testing/selftests/mm/ksm_tests.c,17
arch/powerpc/platforms/powermac/pci.c,17
drivers/s390/cio/qdio.h,17
drivers/net/wwan/Kconfig,17
Documentation/devicetree/bindings/phy/phy-armada38x-comphy.txt,17
drivers/net/ethernet/pensando/ionic/ionic_phc.c,17
drivers/accel/habanalabs/include/gaudi2/asic_reg/pdma0_qm_regs.h,17
drivers/accel/habanalabs/include/goya/asic_reg/dma_qm_1_regs.h,17
tools/testing/selftests/zram/zram_lib.sh,17
drivers/clk/mediatek/clk-mt2701-mm.c,17
samples/rust/hostprogs/.gitignore,17
include/uapi/linux/atmdev.h,17
fs/pnode.h,17
arch/arm/boot/dts/nxp/imx/imx6qdl-pico-nymph.dtsi,17
arch/arm/boot/dts/nxp/imx/imx6qdl-tx6-mb7.dtsi,17
drivers/net/can/flexcan/flexcan-core.c,17
fs/nfs/nfs4idmap.c,17
arch/riscv/include/uapi/asm/sigcontext.h,17
drivers/gpu/drm/amd/display/dc/clk_mgr/dce100/dce_clk_mgr.h,17
arch/powerpc/perf/req-gen/_end.h,17
drivers/net/vmxnet3/vmxnet3_defs.h,17
include/linux/iio/events.h,17
tools/testing/selftests/net/tcp_ao/lib/repair.c,17
arch/arm/mach-omap2/clockdomains33xx_data.c,17
drivers/soc/nuvoton/Makefile,17
tools/testing/selftests/ftrace/test.d/ftrace/func_event_triggers.tc,17
arch/arm/boot/dts/st/ste-hrefprev60.dtsi,17
arch/mips/loongson64/setup.c,17
net/dcb/Makefile,17
tools/perf/tests/shell/test_arm_spe_fork.sh,17
arch/arm/include/asm/mcs_spinlock.h,17
arch/arm/mach-omap2/prm3xxx.c,17
drivers/gpu/drm/amd/include/asic_reg/thm/thm_9_0_offset.h,17
net/socket.c,17
drivers/clk/imx/clk-composite-7ulp.c,17
drivers/tty/serial/pic32_uart.c,17
drivers/net/ethernet/freescale/fs_enet/mii-fec.c,17
drivers/net/wireless/broadcom/brcm80211/brcmfmac/bcmsdh.c,17
drivers/gpu/drm/nouveau/nvkm/engine/fifo/g84.c,17
drivers/acpi/bgrt.c,17
arch/arm/mach-s5pv210/Makefile,17
Documentation/devicetree/bindings/serial/fsl-lpuart.yaml,17
drivers/net/ethernet/chelsio/cxgb4/cxgb4_filter.h,17
include/linux/filelock.h,17
drivers/gpu/drm/bridge/panel.c,17
"Documentation/devicetree/bindings/thermal/ti,j72xx-thermal.yaml",17
arch/arm64/boot/dts/allwinner/sun50i-a64-sopine.dtsi,17
arch/sparc/kernel/traps_64.c,17
include/dt-bindings/thermal/thermal.h,17
drivers/gpu/drm/nouveau/nvkm/subdev/mc/nv11.c,17
Documentation/devicetree/bindings/net/marvell-armada-370-neta.txt,17
drivers/phy/rockchip/phy-rockchip-usbdp.c,17
drivers/gpu/drm/amd/display/dc/bios/bios_parser.h,17
arch/loongarch/kernel/time.c,17
drivers/net/fddi/skfp/h/types.h,17
drivers/net/wireless/ti/wl18xx/scan.c,17
arch/um/drivers/slip_kern.c,17
include/linux/unroll.h,17
arch/s390/kernel/uv.c,17
arch/arm/mach-exynos/firmware.c,17
drivers/gpu/drm/i915/gt/intel_ggtt_fencing.c,17
Documentation/networking/can_ucan_protocol.rst,17
arch/sparc/include/asm/jump_label.h,17
Documentation/trace/timerlat-tracer.rst,17
drivers/media/platform/ti/omap3isp/ispvideo.h,17
fs/nfs/symlink.c,17
Documentation/ABI/testing/sysfs-class-led-driver-lm3533,17
drivers/ufs/host/ufs-qcom.h,17
fs/notify/Makefile,17
"Documentation/devicetree/bindings/iio/light/ti,opt4001.yaml",17
arch/arm64/boot/dts/qcom/msm8216-samsung-fortuna3g.dts,17
Documentation/hwmon/tmp102.rst,17
arch/openrisc/kernel/vmlinux.h,17
drivers/cxl/core/Makefile,17
"Documentation/devicetree/bindings/usb/richtek,rt1711h.yaml",17
drivers/net/ethernet/natsemi/Makefile,17
Documentation/devicetree/bindings/goldfish/tty.txt,17
drivers/irqchip/irq-ompic.c,17
drivers/net/wireless/ralink/rt2x00/rt2x00soc.c,17
include/linux/rculist_bl.h,17
Documentation/ABI/testing/sysfs-platform-dell-smbios,17
drivers/nfc/nfcmrvl/uart.c,17
arch/riscv/boot/dts/starfive/jh7110-pinfunc.h,17
Documentation/admin-guide/laptops/disk-shock-protection.rst,17
drivers/mmc/core/card.h,17
arch/s390/appldata/Makefile,17
drivers/scsi/qla2xxx/qla_nx.h,17
tools/testing/selftests/core/unshare_test.c,17
drivers/media/rc/keymaps/rc-budget-ci-old.c,17
drivers/gpu/drm/amd/pm/powerplay/hwmgr/hardwaremanager.c,17
drivers/accel/habanalabs/include/goya/asic_reg/dma_macro_masks.h,17
arch/microblaze/include/asm/pgtable.h,17
drivers/tty/ehv_bytechan.c,17
drivers/mmc/host/cqhci.h,17
tools/net/ynl/generated/.gitignore,17
drivers/accel/habanalabs/include/goya/asic_reg/pci_nrtr_regs.h,17
arch/sparc/kernel/ds.c,17
arch/mips/cavium-octeon/executive/cvmx-interrupt-rsl.c,17
arch/powerpc/math-emu/fcmpu.c,17
arch/powerpc/include/asm/dma-direct.h,17
drivers/staging/greybus/audio_apbridgea.c,17
Documentation/devicetree/bindings/leds/leds-cpcap.txt,17
drivers/iio/magnetometer/ak8975.c,17
include/net/sctp/stream_interleave.h,17
"Documentation/devicetree/bindings/spi/atmel,quadspi.yaml",17
drivers/crypto/ccree/cc_request_mgr.c,17
arch/sh/include/mach-se/mach/se7724.h,17
drivers/media/pci/mantis/mantis_vp1033.c,17
arch/riscv/mm/hugetlbpage.c,17
drivers/comedi/drivers/tests/comedi_example_test.c,17
drivers/input/keyboard/stowaway.c,17
arch/loongarch/include/asm/branch.h,17
arch/arm/boot/dts/ti/omap/omap3-igep.dtsi,17
Documentation/networking/tipc.rst,17
drivers/net/ethernet/amd/pds_core/fw.c,17
arch/arm64/boot/dts/freescale/imx8qxp.dtsi,17
drivers/md/dm-vdo/logger.c,17
drivers/platform/chrome/cros_ec_proto_test_util.h,17
drivers/gpu/drm/i915/i915_ioctl.h,17
drivers/net/ethernet/microchip/lan966x/lan966x_ifh.h,17
drivers/input/rmi4/rmi_f55.c,17
Documentation/networking/msg_zerocopy.rst,17
arch/x86/kernel/apic/msi.c,17
arch/arm64/boot/dts/rockchip/rk3399-leez-p710.dts,17
net/netlink/af_netlink.h,17
arch/powerpc/include/asm/hvsi.h,17
Documentation/admin-guide/serial-console.rst,17
arch/powerpc/include/asm/kvm_booke_hv_asm.h,17
drivers/net/team/Makefile,17
net/ax25/ax25_ip.c,17
arch/sparc/lib/NG2memcpy.S,17
include/linux/regulator/db8500-prcmu.h,17
drivers/net/wireless/broadcom/brcm80211/Makefile,17
arch/openrisc/boot/dts/simple_smp.dts,17
lib/xxhash.c,17
drivers/net/wireless/marvell/libertas/Kconfig,17
arch/powerpc/configs/44x/rainier_defconfig,17
arch/parisc/boot/compressed/Makefile,17
arch/powerpc/include/uapi/asm/fcntl.h,17
include/net/netns/bpf.h,17
drivers/ufs/core/ufs-fault-injection.h,17
drivers/md/dm-vdo/int-map.c,17
drivers/gpu/drm/amd/display/dc/dpp/dcn20/dcn20_dpp.c,17
drivers/gpu/drm/nouveau/nvkm/engine/gr/fuc/gpcgf100.fuc3,17
include/sound/ac97_codec.h,17
tools/testing/selftests/livepatch/functions.sh,17
drivers/spi/spi-loopback-test.c,17
drivers/net/ethernet/hisilicon/hns3/hns3_common/hclge_comm_tqp_stats.c,17
arch/mips/kernel/ftrace.c,17
tools/testing/selftests/bpf/progs/test_sockmap_skb_verdict_attach.c,17
Documentation/userspace-api/media/v4l/pixfmt-z16.rst,17
drivers/net/wireless/realtek/rtw88/main.c,17
drivers/gpu/drm/amd/include/asic_reg/dcn/dcn_4_1_0_offset.h,17
include/net/xfrm.h,17
"include/dt-bindings/clock/lsi,axm5516-clks.h",17
arch/arm64/boot/dts/qcom/sm8250-sony-xperia-edo.dtsi,17
drivers/video/fbdev/via/accel.h,17
"Documentation/devicetree/bindings/i2c/allwinner,sun6i-a31-p2wi.yaml",17
"Documentation/devicetree/bindings/remoteproc/ti,davinci-rproc.txt",17
drivers/media/usb/pwc/Kconfig,17
fs/smb/client/smberr.h,17
drivers/scsi/snic/vnic_cq_fw.h,17
tools/perf/pmu-events/arch/x86/jaketown/floating-point.json,17
drivers/gpu/drm/amd/amdgpu/mmhub_v1_7.h,17
fs/xfs/xfs_iunlink_item.h,17
include/linux/ref_tracker.h,17
drivers/gpu/drm/i915/gt/selftest_slpc.c,17
sound/usb/usx2y/usx2y.h,17
"Documentation/devicetree/bindings/power/supply/maxim,max17040.yaml",17
arch/arm64/boot/dts/freescale/qoriq-fman3-0.dtsi,17
Documentation/core-api/circular-buffers.rst,17
include/acpi/acpixf.h,17
arch/arm64/boot/dts/renesas/r9a07g043u11-smarc-cru-csi-ov5645.dtso,17
drivers/gpu/drm/amd/amdgpu/imu_v11_0_3.c,17
net/wireless/wext-core.c,17
Documentation/admin-guide/LSM/Smack.rst,17
drivers/isdn/mISDN/core.c,17
Documentation/features/time/virt-cpuacct/arch-support.txt,17
arch/arm64/boot/dts/apple/t600x-common.dtsi,17
arch/xtensa/kernel/mxhead.S,17
sound/soc/codecs/da7219.c,17
drivers/crypto/intel/qat/qat_common/qat_algs.c,17
drivers/gpu/drm/amd/display/dc/hpo/dcn31/dcn31_hpo_dp_link_encoder.h,17
arch/powerpc/platforms/powernv/subcore.h,17
include/linux/parport_pc.h,17
drivers/gpu/drm/amd/amdgpu/atombios_dp.h,17
sound/soc/fsl/fsl_rpmsg.h,17
arch/mips/include/asm/octeon/cvmx-mio-defs.h,17
